"name","count","party","date","sample_articles"
"services","115","cameron","201101","142"
"health","115","cameron","201101","142"
"right","114","cameron","201101","142"
"secretary","113","cameron","201101","142"
"street","113","cameron","201101","142"
"take","112","cameron","201101","142"
"election","111","cameron","201101","142"
"clegg","108","cameron","201101","142"
"mr","108","cameron","201101","142"
"going","107","cameron","201101","142"
"two","107","cameron","201101","142"
"former","106","cameron","201101","142"
"get","106","cameron","201101","142"
"many","105","cameron","201101","142"
"week","102","cameron","201101","142"
"care","100","cameron","201101","142"
"well","100","cameron","201101","142"
"back","100","cameron","201101","142"
"british","99","cameron","201101","142"
"britain","98","cameron","201101","142"
"murdoch","98","cameron","201101","142"
"much","97","cameron","201101","142"
"editor","97","cameron","201101","142"
"good","97","cameron","201101","142"
"conservative","96","cameron","201101","142"
"told","95","cameron","201101","142"
"know","95","cameron","201101","142"
"police","94","cameron","201101","142"
"need","93","cameron","201101","142"
"downing","91","cameron","201101","142"
"spending","90","cameron","201101","142"
"next","90","cameron","201101","142"
"mps","90","cameron","201101","142"
"osborne","90","cameron","201101","142"
"dems","89","cameron","201101","142"
"want","88","cameron","201101","142"
"orders","88","cameron","201101","142"
"work","87","cameron","201101","142"
"ed","87","cameron","201101","142"
"since","87","cameron","201101","142"
"growth","86","cameron","201101","142"
"economy","83","cameron","201101","142"
"liberal","83","cameron","201101","142"
"private","83","cameron","201101","142"
"long","82","cameron","201101","142"
"big","82","cameron","201101","142"
"andy","82","cameron","201101","142"
"whether","82","cameron","201101","142"
"society","80","cameron","201101","142"
"economic","80","cameron","201101","142"
"country","79","cameron","201101","142"
"uk","79","cameron","201101","142"
"months","79","cameron","201101","142"
"less","76","cameron","201101","142"
"might","76","cameron","201101","142"
"political","76","cameron","201101","142"
"government","303","clegg","201101","68"
"clegg","248","clegg","201101","68"
"labour","235","clegg","201101","68"
"lib","229","clegg","201101","68"
"would","211","clegg","201101","68"
"said","210","clegg","201101","68"
"coalition","206","clegg","201101","68"
"party","192","clegg","201101","68"
"people","180","clegg","201101","68"
"dems","135","clegg","201101","68"
"one","128","clegg","201101","68"
"liberal","117","clegg","201101","68"
"control","112","clegg","201101","68"
"new","104","clegg","201101","68"
"orders","104","clegg","201101","68"
"public","103","clegg","201101","68"
"cameron","102","clegg","201101","68"
"minister","102","clegg","201101","68"
"time","100","clegg","201101","68"
"dem","97","clegg","201101","68"
"may","96","clegg","201101","68"
"election","95","clegg","201101","68"
"britain","93","clegg","201101","68"
"also","92","clegg","201101","68"
"last","91","clegg","201101","68"
"nick","86","clegg","201101","68"
"year","82","clegg","201101","68"
"first","81","clegg","201101","68"
"like","76","clegg","201101","68"
"tory","74","clegg","201101","68"
"system","74","clegg","201101","68"
"think","74","clegg","201101","68"
"could","71","clegg","201101","68"
"prime","70","clegg","201101","68"
"miliband","70","clegg","201101","68"
"right","69","clegg","201101","68"
"many","68","clegg","201101","68"
"work","68","clegg","201101","68"
"made","68","clegg","201101","68"
"libel","67","clegg","201101","68"
"need","65","clegg","201101","68"
"campaign","65","clegg","201101","68"
"today","65","clegg","201101","68"
"two","64","clegg","201101","68"
"home","62","clegg","201101","68"
"even","62","clegg","201101","68"
"political","62","clegg","201101","68"
"use","61","clegg","201101","68"
"want","59","clegg","201101","68"
"years","59","clegg","201101","68"
"say","58","clegg","201101","68"
"way","57","clegg","201101","68"
"voters","57","clegg","201101","68"
"get","57","clegg","201101","68"
"back","57","clegg","201101","68"
"week","57","clegg","201101","68"
"going","56","clegg","201101","68"
"secretary","56","clegg","201101","68"
"make","56","clegg","201101","68"
"tories","55","clegg","201101","68"
"vote","54","clegg","201101","68"
"take","54","clegg","201101","68"
"since","54","clegg","201101","68"
"well","54","clegg","201101","68"
"much","52","clegg","201101","68"
"ministers","52","clegg","201101","68"
"david","52","clegg","201101","68"
"conservative","52","clegg","201101","68"
"clear","52","clegg","201101","68"
"leave","51","clegg","201101","68"
"oldham","51","clegg","201101","68"
"british","51","clegg","201101","68"
"general","51","clegg","201101","68"
"deputy","51","clegg","201101","68"
"democrats","51","clegg","201101","68"
"re","50","clegg","201101","68"
"country","50","clegg","201101","68"
"reform","50","clegg","201101","68"
"yet","49","clegg","201101","68"
"byelection","49","clegg","201101","68"
"next","48","clegg","201101","68"
"banks","48","clegg","201101","68"
"good","47","clegg","201101","68"
"leader","47","clegg","201101","68"
"know","47","clegg","201101","68"
"bill","46","clegg","201101","68"
"support","45","clegg","201101","68"
"us","45","clegg","201101","68"
"security","45","clegg","201101","68"
"cuts","45","clegg","201101","68"
"long","45","clegg","201101","68"
"pay","45","clegg","201101","68"
"civil","45","clegg","201101","68"
"policy","44","clegg","201101","68"
"speech","44","clegg","201101","68"
"whether","44","clegg","201101","68"
"alarm","43","clegg","201101","68"
"local","43","clegg","201101","68"
"mps","42","clegg","201101","68"
"cameron","752","cameron","201102","189"
"government","570","cameron","201102","189"
"said","560","cameron","201102","189"
"would","416","cameron","201102","189"
"people","394","cameron","201102","189"
"society","358","cameron","201102","189"
"big","350","cameron","201102","189"
"minister","324","cameron","201102","189"
"one","318","cameron","201102","189"
"public","308","cameron","201102","189"
"prime","277","cameron","201102","189"
"david","244","cameron","201102","189"
"britain","232","cameron","201102","189"
"labour","221","cameron","201102","189"
"new","212","cameron","201102","189"
"british","211","cameron","201102","189"
"also","203","cameron","201102","189"
"time","193","cameron","201102","189"
"last","188","cameron","201102","189"
"uk","185","cameron","201102","189"
"cuts","184","cameron","201102","189"
"work","183","cameron","201102","189"
"party","180","cameron","201102","189"
"make","177","cameron","201102","189"
"1","177","cameron","201102","189"
"services","166","cameron","201102","189"
"local","162","cameron","201102","189"
"could","161","cameron","201102","189"
"us","160","cameron","201102","189"
"policy","160","cameron","201102","189"
"like","158","cameron","201102","189"
"many","156","cameron","201102","189"
"year","153","cameron","201102","189"
"right","149","cameron","201102","189"
"country","146","cameron","201102","189"
"much","145","cameron","201102","189"
"political","145","cameron","201102","189"
"may","142","cameron","201102","189"
"coalition","141","cameron","201102","189"
"way","138","cameron","201102","189"
"get","135","cameron","201102","189"
"state","132","cameron","201102","189"
"tory","131","cameron","201102","189"
"groups","131","cameron","201102","189"
"years","130","cameron","201102","189"
"even","130","cameron","201102","189"
"foreign","129","cameron","201102","189"
"say","127","cameron","201102","189"
"first","127","cameron","201102","189"
"2","125","cameron","201102","189"
"council","124","cameron","201102","189"
"two","123","cameron","201102","189"
"made","118","cameron","201102","189"
"world","116","cameron","201102","189"
"back","116","cameron","201102","189"
"week","116","cameron","201102","189"
"street","115","cameron","201102","189"
"take","114","cameron","201102","189"
"office","113","cameron","201102","189"
"campaign","113","cameron","201102","189"
"support","110","cameron","201102","189"
"election","109","cameron","201102","189"
"says","109","cameron","201102","189"
"rights","107","cameron","201102","189"
"secretary","106","cameron","201102","189"
"national","106","cameron","201102","189"
"3","105","cameron","201102","189"
"speech","104","cameron","201102","189"
"sector","103","cameron","201102","189"
"see","102","cameron","201102","189"
"told","102","cameron","201102","189"
"need","101","cameron","201102","189"
"system","99","cameron","201102","189"
"mps","97","cameron","201102","189"
"libya","96","cameron","201102","189"
"community","94","cameron","201102","189"
"think","94","cameron","201102","189"
"change","92","cameron","201102","189"
"since","92","cameron","201102","189"
"good","92","cameron","201102","189"
"going","91","cameron","201102","189"
"politics","91","cameron","201102","189"
"clegg","90","cameron","201102","189"
"well","90","cameron","201102","189"
"tax","90","cameron","201102","189"
"vote","89","cameron","201102","189"
"muslim","89","cameron","201102","189"
"clear","88","cameron","201102","189"
"put","87","cameron","201102","189"
"european","86","cameron","201102","189"
"help","86","cameron","201102","189"
"plans","86","cameron","201102","189"
"defence","85","cameron","201102","189"
"must","85","cameron","201102","189"
"long","85","cameron","201102","189"
"money","84","cameron","201102","189"
"part","84","cameron","201102","189"
"spending","83","cameron","201102","189"
"downing","83","cameron","201102","189"
"clegg","135","clegg","201102","33"
"said","129","clegg","201102","33"
"government","115","clegg","201102","33"
"campaign","100","clegg","201102","33"
"would","94","clegg","201102","33"
"labour","90","clegg","201102","33"
"av","87","clegg","201102","33"
"vote","76","clegg","201102","33"
"public","75","clegg","201102","33"
"party","72","clegg","201102","33"
"yes","64","clegg","201102","33"
"cameron","63","clegg","201102","33"
"people","58","clegg","201102","33"
"one","55","clegg","201102","33"
"coalition","55","clegg","201102","33"
"services","54","clegg","201102","33"
"liberal","53","clegg","201102","33"
"referendum","51","clegg","201102","33"
"last","49","clegg","201102","33"
"new","45","clegg","201102","33"
"may","44","clegg","201102","33"
"nick","41","clegg","201102","33"
"system","41","clegg","201102","33"
"also","40","clegg","201102","33"
"election","39","clegg","201102","33"
"bill","38","clegg","201102","33"
"lib","36","clegg","201102","33"
"two","35","clegg","201102","33"
"could","35","clegg","201102","33"
"cuts","34","clegg","201102","33"
"minister","34","clegg","201102","33"
"time","33","clegg","201102","33"
"prime","33","clegg","201102","33"
"first","33","clegg","201102","33"
"mps","33","clegg","201102","33"
"make","32","clegg","201102","33"
"local","31","clegg","201102","33"
"change","29","clegg","201102","33"
"years","28","clegg","201102","33"
"next","28","clegg","201102","33"
"year","27","clegg","201102","33"
"wigan","27","clegg","201102","33"
"politics","27","clegg","201102","33"
"nhs","27","clegg","201102","33"
"growth","27","clegg","201102","33"
"right","26","clegg","201102","33"
"sector","26","clegg","201102","33"
"voters","26","clegg","201102","33"
"deputy","26","clegg","201102","33"
"democrats","26","clegg","201102","33"
"even","25","clegg","201102","33"
"democrat","25","clegg","201102","33"
"say","25","clegg","201102","33"
"get","25","clegg","201102","33"
"back","25","clegg","201102","33"
"leader","25","clegg","201102","33"
"many","24","clegg","201102","33"
"orwell","23","clegg","201102","33"
"need","23","clegg","201102","33"
"reform","22","clegg","201102","33"
"david","21","clegg","201102","33"
"saying","21","clegg","201102","33"
"country","21","clegg","201102","33"
"made","21","clegg","201102","33"
"work","20","clegg","201102","33"
"left","20","clegg","201102","33"
"council","20","clegg","201102","33"
"think","20","clegg","201102","33"
"jobs","20","clegg","201102","33"
"parties","20","clegg","201102","33"
"past","20","clegg","201102","33"
"political","20","clegg","201102","33"
"miliband","20","clegg","201102","33"
"go","20","clegg","201102","33"
"electoral","20","clegg","201102","33"
"like","20","clegg","201102","33"
"economy","19","clegg","201102","33"
"since","19","clegg","201102","33"
"alternative","19","clegg","201102","33"
"well","19","clegg","201102","33"
"way","18","clegg","201102","33"
"little","18","clegg","201102","33"
"social","18","clegg","201102","33"
"british","18","clegg","201102","33"
"week","18","clegg","201102","33"
"dem","18","clegg","201102","33"
"long","18","clegg","201102","33"
"universities","18","clegg","201102","33"
"dems","18","clegg","201102","33"
"secretary","17","clegg","201102","33"
"months","17","clegg","201102","33"
"working","17","clegg","201102","33"
"still","17","clegg","201102","33"
"take","17","clegg","201102","33"
"going","17","clegg","201102","33"
"britain","17","clegg","201102","33"
"says","17","clegg","201102","33"
"private","17","clegg","201102","33"
"means","17","clegg","201102","33"
"cameron","644","cameron","201103","146"
"said","582","cameron","201103","146"
"would","495","cameron","201103","146"
"gaddafi","416","cameron","201103","146"
"libya","396","cameron","201103","146"
"people","332","cameron","201103","146"
"minister","316","cameron","201103","146"
"government","315","cameron","201103","146"
"one","301","cameron","201103","146"
"military","283","cameron","201103","146"
"prime","275","cameron","201103","146"
"britain","251","cameron","201103","146"
"us","238","cameron","201103","146"
"could","234","cameron","201103","146"
"libyan","211","cameron","201103","146"
"david","202","cameron","201103","146"
"fly","196","cameron","201103","146"
"zone","188","cameron","201103","146"
"british","188","cameron","201103","146"
"foreign","178","cameron","201103","146"
"forces","175","cameron","201103","146"
"world","173","cameron","201103","146"
"also","169","cameron","201103","146"
"time","164","cameron","201103","146"
"labour","163","cameron","201103","146"
"last","159","cameron","201103","146"
"council","158","cameron","201103","146"
"support","154","cameron","201103","146"
"un","149","cameron","201103","146"
"international","145","cameron","201103","146"
"action","144","cameron","201103","146"
"new","143","cameron","201103","146"
"public","140","cameron","201103","146"
"war","135","cameron","201103","146"
"arab","134","cameron","201103","146"
"told","131","cameron","201103","146"
"secretary","131","cameron","201103","146"
"made","126","cameron","201103","146"
"may","125","cameron","201103","146"
"resolution","123","cameron","201103","146"
"two","122","cameron","201103","146"
"air","121","cameron","201103","146"
"like","121","cameron","201103","146"
"regime","120","cameron","201103","146"
"country","116","cameron","201103","146"
"make","116","cameron","201103","146"
"first","116","cameron","201103","146"
"nhs","113","cameron","201103","146"
"take","108","cameron","201103","146"
"way","108","cameron","201103","146"
"clear","105","cameron","201103","146"
"intervention","104","cameron","201103","146"
"party","104","cameron","201103","146"
"back","104","cameron","201103","146"
"political","104","cameron","201103","146"
"get","102","cameron","201103","146"
"security","101","cameron","201103","146"
"even","101","cameron","201103","146"
"hague","100","cameron","201103","146"
"nato","100","cameron","201103","146"
"go","99","cameron","201103","146"
"years","97","cameron","201103","146"
"former","97","cameron","201103","146"
"mps","96","cameron","201103","146"
"civilians","95","cameron","201103","146"
"street","94","cameron","201103","146"
"say","93","cameron","201103","146"
"uk","93","cameron","201103","146"
"coalition","93","cameron","201103","146"
"leader","93","cameron","201103","146"
"right","92","cameron","201103","146"
"need","92","cameron","201103","146"
"policy","91","cameron","201103","146"
"must","91","cameron","201103","146"
"obama","89","cameron","201103","146"
"going","87","cameron","201103","146"
"says","86","cameron","201103","146"
"many","85","cameron","201103","146"
"iraq","85","cameron","201103","146"
"think","85","cameron","201103","146"
"benghazi","85","cameron","201103","146"
"well","84","cameron","201103","146"
"news","84","cameron","201103","146"
"week","84","cameron","201103","146"
"year","83","cameron","201103","146"
"rebels","83","cameron","201103","146"
"another","82","cameron","201103","146"
"schumacher","82","cameron","201103","146"
"health","82","cameron","201103","146"
"sarkozy","82","cameron","201103","146"
"tory","81","cameron","201103","146"
"eu","81","cameron","201103","146"
"countries","81","cameron","201103","146"
"opposition","80","cameron","201103","146"
"want","79","cameron","201103","146"
"know","79","cameron","201103","146"
"speech","78","cameron","201103","146"
"work","77","cameron","201103","146"
"business","77","cameron","201103","146"
"state","77","cameron","201103","146"
"clegg","278","clegg","201103","59"
"would","205","clegg","201103","59"
"lib","188","clegg","201103","59"
"government","182","clegg","201103","59"
"said","181","clegg","201103","59"
"party","177","clegg","201103","59"
"labour","151","clegg","201103","59"
"people","122","clegg","201103","59"
"dems","118","clegg","201103","59"
"coalition","113","clegg","201103","59"
"one","111","clegg","201103","59"
"cameron","102","clegg","201103","59"
"liberal","99","clegg","201103","59"
"av","93","clegg","201103","59"
"vote","90","clegg","201103","59"
"nick","90","clegg","201103","59"
"also","80","clegg","201103","59"
"public","79","clegg","201103","59"
"may","77","clegg","201103","59"
"dem","73","clegg","201103","59"
"new","72","clegg","201103","59"
"campaign","67","clegg","201103","59"
"referendum","63","clegg","201103","59"
"british","63","clegg","201103","59"
"could","62","clegg","201103","59"
"last","62","clegg","201103","59"
"police","61","clegg","201103","59"
"back","60","clegg","201103","59"
"minister","60","clegg","201103","59"
"nhs","58","clegg","201103","59"
"voters","57","clegg","201103","59"
"make","57","clegg","201103","59"
"first","57","clegg","201103","59"
"change","56","clegg","201103","59"
"politics","56","clegg","201103","59"
"right","55","clegg","201103","59"
"uk","55","clegg","201103","59"
"get","55","clegg","201103","59"
"many","54","clegg","201103","59"
"say","53","clegg","201103","59"
"david","53","clegg","201103","59"
"system","53","clegg","201103","59"
"support","51","clegg","201103","59"
"time","51","clegg","201103","59"
"year","51","clegg","201103","59"
"reform","51","clegg","201103","59"
"rees","50","clegg","201103","59"
"well","50","clegg","201103","59"
"election","50","clegg","201103","59"
"miliband","49","clegg","201103","59"
"made","49","clegg","201103","59"
"two","48","clegg","201103","59"
"britain","48","clegg","201103","59"
"world","47","clegg","201103","59"
"mps","47","clegg","201103","59"
"much","46","clegg","201103","59"
"yes","46","clegg","201103","59"
"conference","46","clegg","201103","59"
"take","45","clegg","201103","59"
"work","45","clegg","201103","59"
"go","45","clegg","201103","59"
"policy","45","clegg","201103","59"
"think","45","clegg","201103","59"
"news","45","clegg","201103","59"
"prime","44","clegg","201103","59"
"us","44","clegg","201103","59"
"way","44","clegg","201103","59"
"rights","44","clegg","201103","59"
"want","43","clegg","201103","59"
"country","43","clegg","201103","59"
"tory","43","clegg","201103","59"
"former","43","clegg","201103","59"
"even","43","clegg","201103","59"
"political","43","clegg","201103","59"
"leader","43","clegg","201103","59"
"years","42","clegg","201103","59"
"act","41","clegg","201103","59"
"democrat","41","clegg","201103","59"
"bill","41","clegg","201103","59"
"power","40","clegg","201103","59"
"know","40","clegg","201103","59"
"private","39","clegg","201103","59"
"like","39","clegg","201103","59"
"tories","39","clegg","201103","59"
"secretary","38","clegg","201103","59"
"week","38","clegg","201103","59"
"going","37","clegg","201103","59"
"need","37","clegg","201103","59"
"state","37","clegg","201103","59"
"democrats","37","clegg","201103","59"
"re","36","clegg","201103","59"
"see","36","clegg","201103","59"
"still","36","clegg","201103","59"
"left","36","clegg","201103","59"
"says","36","clegg","201103","59"
"post","35","clegg","201103","59"
"told","34","clegg","201103","59"
"middle","34","clegg","201103","59"
"must","34","clegg","201103","59"
"cameron","737","cameron","201104","163"
"said","624","cameron","201104","163"
"would","462","cameron","201104","163"
"government","397","cameron","201104","163"
"people","382","cameron","201104","163"
"minister","360","cameron","201104","163"
"one","354","cameron","201104","163"
"prime","327","cameron","201104","163"
"labour","299","cameron","201104","163"
"clegg","288","cameron","201104","163"
"coalition","263","cameron","201104","163"
"party","257","cameron","201104","163"
"david","224","cameron","201104","163"
"last","210","cameron","201104","163"
"also","205","cameron","201104","163"
"first","202","cameron","201104","163"
"immigration","200","cameron","201104","163"
"nhs","196","cameron","201104","163"
"new","196","cameron","201104","163"
"time","191","cameron","201104","163"
"year","191","cameron","201104","163"
"lib","186","cameron","201104","163"
"could","174","cameron","201104","163"
"british","169","cameron","201104","163"
"britain","169","cameron","201104","163"
"say","169","cameron","201104","163"
"like","163","cameron","201104","163"
"health","161","cameron","201104","163"
"campaign","159","cameron","201104","163"
"election","158","cameron","201104","163"
"country","156","cameron","201104","163"
"make","156","cameron","201104","163"
"public","155","cameron","201104","163"
"policy","154","cameron","201104","163"
"think","153","cameron","201104","163"
"av","151","cameron","201104","163"
"many","151","cameron","201104","163"
"two","150","cameron","201104","163"
"vote","147","cameron","201104","163"
"may","146","cameron","201104","163"
"get","144","cameron","201104","163"
"way","143","cameron","201104","163"
"even","142","cameron","201104","163"
"right","140","cameron","201104","163"
"much","139","cameron","201104","163"
"made","137","cameron","201104","163"
"system","135","cameron","201104","163"
"tory","134","cameron","201104","163"
"nick","133","cameron","201104","163"
"lansley","131","cameron","201104","163"
"political","131","cameron","201104","163"
"us","129","cameron","201104","163"
"uk","126","cameron","201104","163"
"years","122","cameron","201104","163"
"want","120","cameron","201104","163"
"work","119","cameron","201104","163"
"leader","119","cameron","201104","163"
"secretary","118","cameron","201104","163"
"yes","117","cameron","201104","163"
"take","112","cameron","201104","163"
"world","111","cameron","201104","163"
"former","110","cameron","201104","163"
"need","107","cameron","201104","163"
"well","107","cameron","201104","163"
"back","107","cameron","201104","163"
"going","105","cameron","201104","163"
"dems","105","cameron","201104","163"
"women","105","cameron","201104","163"
"told","104","cameron","201104","163"
"go","104","cameron","201104","163"
"good","104","cameron","201104","163"
"liberal","99","cameron","201104","163"
"reforms","96","cameron","201104","163"
"change","95","cameron","201104","163"
"bill","93","cameron","201104","163"
"big","93","cameron","201104","163"
"reform","93","cameron","201104","163"
"pakistan","93","cameron","201104","163"
"next","92","cameron","201104","163"
"put","92","cameron","201104","163"
"conservative","90","cameron","201104","163"
"local","90","cameron","201104","163"
"might","90","cameron","201104","163"
"referendum","89","cameron","201104","163"
"speech","88","cameron","201104","163"
"rather","88","cameron","201104","163"
"re","87","cameron","201104","163"
"saying","87","cameron","201104","163"
"miliband","87","cameron","201104","163"
"gps","87","cameron","201104","163"
"week","86","cameron","201104","163"
"says","86","cameron","201104","163"
"tories","85","cameron","201104","163"
"come","85","cameron","201104","163"
"brown","84","cameron","201104","163"
"debate","84","cameron","201104","163"
"see","83","cameron","201104","163"
"mps","83","cameron","201104","163"
"still","83","cameron","201104","163"
"national","83","cameron","201104","163"
"clegg","561","clegg","201104","91"
"said","364","clegg","201104","91"
"would","340","clegg","201104","91"
"labour","291","clegg","201104","91"
"cameron","287","clegg","201104","91"
"government","285","clegg","201104","91"
"people","277","clegg","201104","91"
"party","268","clegg","201104","91"
"lib","262","clegg","201104","91"
"coalition","233","clegg","201104","91"
"one","228","clegg","201104","91"
"av","189","clegg","201104","91"
"nick","188","clegg","201104","91"
"campaign","179","clegg","201104","91"
"nhs","162","clegg","201104","91"
"minister","160","clegg","201104","91"
"vote","152","clegg","201104","91"
"election","151","clegg","201104","91"
"dems","141","clegg","201104","91"
"liberal","140","clegg","201104","91"
"prime","140","clegg","201104","91"
"could","137","clegg","201104","91"
"first","137","clegg","201104","91"
"new","124","clegg","201104","91"
"yes","124","clegg","201104","91"
"health","123","clegg","201104","91"
"political","121","clegg","201104","91"
"dem","120","clegg","201104","91"
"year","119","clegg","201104","91"
"last","118","clegg","201104","91"
"social","118","clegg","201104","91"
"make","116","clegg","201104","91"
"may","113","clegg","201104","91"
"system","112","clegg","201104","91"
"think","112","clegg","201104","91"
"david","111","clegg","201104","91"
"say","107","clegg","201104","91"
"also","107","clegg","201104","91"
"way","105","clegg","201104","91"
"get","104","clegg","201104","91"
"like","103","clegg","201104","91"
"right","101","clegg","201104","91"
"two","99","clegg","201104","91"
"politics","99","clegg","201104","91"
"tory","97","clegg","201104","91"
"work","96","clegg","201104","91"
"leader","96","clegg","201104","91"
"tories","94","clegg","201104","91"
"made","94","clegg","201104","91"
"time","93","clegg","201104","91"
"policy","93","clegg","201104","91"
"lansley","93","clegg","201104","91"
"public","92","clegg","201104","91"
"referendum","91","clegg","201104","91"
"much","90","clegg","201104","91"
"reforms","87","clegg","201104","91"
"even","87","clegg","201104","91"
"going","86","clegg","201104","91"
"bill","86","clegg","201104","91"
"mobility","82","clegg","201104","91"
"know","82","clegg","201104","91"
"want","81","clegg","201104","91"
"local","81","clegg","201104","91"
"well","78","clegg","201104","91"
"many","71","clegg","201104","91"
"told","71","clegg","201104","91"
"immigration","71","clegg","201104","91"
"take","70","clegg","201104","91"
"secretary","70","clegg","201104","91"
"change","70","clegg","201104","91"
"care","69","clegg","201104","91"
"reform","69","clegg","201104","91"
"gps","69","clegg","201104","91"
"democrats","68","clegg","201104","91"
"us","67","clegg","201104","91"
"go","67","clegg","201104","91"
"debate","67","clegg","201104","91"
"internships","66","clegg","201104","91"
"sheffield","65","clegg","201104","91"
"deputy","65","clegg","201104","91"
"country","62","clegg","201104","91"
"says","62","clegg","201104","91"
"britain","62","clegg","201104","91"
"former","61","clegg","201104","91"
"need","61","clegg","201104","91"
"changes","61","clegg","201104","91"
"miliband","60","clegg","201104","91"
"mps","58","clegg","201104","91"
"conservative","58","clegg","201104","91"
"support","57","clegg","201104","91"
"voters","57","clegg","201104","91"
"electoral","57","clegg","201104","91"
"cable","56","clegg","201104","91"
"left","56","clegg","201104","91"
"general","56","clegg","201104","91"
"duffy","56","clegg","201104","91"
"clear","55","clegg","201104","91"
"elections","55","clegg","201104","91"
"got","55","clegg","201104","91"
"re","54","clegg","201104","91"
"cameron","924","cameron","201105","221"
"said","775","cameron","201105","221"
"would","597","cameron","201105","221"
"government","584","cameron","201105","221"
"minister","470","cameron","201105","221"
"labour","435","cameron","201105","221"
"one","427","cameron","201105","221"
"prime","404","cameron","201105","221"
"nhs","398","cameron","201105","221"
"people","363","cameron","201105","221"
"party","346","cameron","201105","221"
"coalition","337","cameron","201105","221"
"clegg","328","cameron","201105","221"
"david","294","cameron","201105","221"
"health","267","cameron","201105","221"
"lib","262","cameron","201105","221"
"last","260","cameron","201105","221"
"could","256","cameron","201105","221"
"also","249","cameron","201105","221"
"us","249","cameron","201105","221"
"like","245","cameron","201105","221"
"year","242","cameron","201105","221"
"time","239","cameron","201105","221"
"campaign","239","cameron","201105","221"
"britain","221","cameron","201105","221"
"new","216","cameron","201105","221"
"secretary","215","cameron","201105","221"
"first","215","cameron","201105","221"
"public","214","cameron","201105","221"
"obama","209","cameron","201105","221"
"two","209","cameron","201105","221"
"may","205","cameron","201105","221"
"make","201","cameron","201105","221"
"political","188","cameron","201105","221"
"liberal","182","cameron","201105","221"
"think","181","cameron","201105","221"
"get","177","cameron","201105","221"
"tory","175","cameron","201105","221"
"even","174","cameron","201105","221"
"way","172","cameron","201105","221"
"big","172","cameron","201105","221"
"years","171","cameron","201105","221"
"world","171","cameron","201105","221"
"work","170","cameron","201105","221"
"uk","167","cameron","201105","221"
"society","167","cameron","201105","221"
"support","165","cameron","201105","221"
"change","165","cameron","201105","221"
"say","164","cameron","201105","221"
"much","162","cameron","201105","221"
"made","160","cameron","201105","221"
"told","159","cameron","201105","221"
"british","156","cameron","201105","221"
"cabinet","156","cameron","201105","221"
"av","152","cameron","201105","221"
"conservative","152","cameron","201105","221"
"need","152","cameron","201105","221"
"back","151","cameron","201105","221"
"week","151","cameron","201105","221"
"services","149","cameron","201105","221"
"bill","147","cameron","201105","221"
"take","145","cameron","201105","221"
"many","145","cameron","201105","221"
"right","144","cameron","201105","221"
"country","140","cameron","201105","221"
"well","138","cameron","201105","221"
"see","136","cameron","201105","221"
"street","136","cameron","201105","221"
"state","136","cameron","201105","221"
"plans","135","cameron","201105","221"
"dems","134","cameron","201105","221"
"clear","131","cameron","201105","221"
"election","131","cameron","201105","221"
"going","130","cameron","201105","221"
"want","128","cameron","201105","221"
"policy","127","cameron","201105","221"
"dem","127","cameron","201105","221"
"leader","126","cameron","201105","221"
"lansley","125","cameron","201105","221"
"miliband","125","cameron","201105","221"
"next","124","cameron","201105","221"
"referendum","124","cameron","201105","221"
"must","124","cameron","201105","221"
"local","123","cameron","201105","221"
"social","121","cameron","201105","221"
"president","121","cameron","201105","221"
"service","120","cameron","201105","221"
"office","120","cameron","201105","221"
"re","119","cameron","201105","221"
"downing","119","cameron","201105","221"
"reforms","118","cameron","201105","221"
"still","117","cameron","201105","221"
"reform","117","cameron","201105","221"
"look","117","cameron","201105","221"
"nick","116","cameron","201105","221"
"national","115","cameron","201105","221"
"day","113","cameron","201105","221"
"mps","111","cameron","201105","221"
"tories","109","cameron","201105","221"
"huhne","108","cameron","201105","221"
"clegg","608","clegg","201105","115"
"lib","477","clegg","201105","115"
"party","470","clegg","201105","115"
"said","418","clegg","201105","115"
"labour","409","clegg","201105","115"
"would","400","clegg","201105","115"
"coalition","390","clegg","201105","115"
"nhs","337","clegg","201105","115"
"government","330","clegg","201105","115"
"cameron","307","clegg","201105","115"
"dems","272","clegg","201105","115"
"liberal","242","clegg","201105","115"
"people","220","clegg","201105","115"
"one","215","clegg","201105","115"
"av","215","clegg","201105","115"
"vote","209","clegg","201105","115"
"dem","204","clegg","201105","115"
"minister","199","clegg","201105","115"
"health","199","clegg","201105","115"
"bill","182","clegg","201105","115"
"reform","177","clegg","201105","115"
"campaign","175","clegg","201105","115"
"nick","173","clegg","201105","115"
"election","165","clegg","201105","115"
"referendum","164","clegg","201105","115"
"prime","162","clegg","201105","115"
"last","161","clegg","201105","115"
"tory","148","clegg","201105","115"
"first","147","clegg","201105","115"
"democrats","147","clegg","201105","115"
"also","145","clegg","201105","115"
"may","138","clegg","201105","115"
"david","131","clegg","201105","115"
"year","131","clegg","201105","115"
"think","130","clegg","201105","115"
"leader","128","clegg","201105","115"
"could","127","clegg","201105","115"
"time","126","clegg","201105","115"
"conservative","126","clegg","201105","115"
"tories","126","clegg","201105","115"
"lords","125","clegg","201105","115"
"like","125","clegg","201105","115"
"voters","123","clegg","201105","115"
"mps","122","clegg","201105","115"
"new","121","clegg","201105","115"
"elections","121","clegg","201105","115"
"lansley","118","clegg","201105","115"
